CustomerID,Days_Since_Last_Transaction,Total_Orders_Count,Total_Prod_Purchased,Total_Spent,Avg_Order_Value,Uniq_Prod_Purchased_Count,Avg_Days_Btw_Order,Fav_DoW,Fav_Hour,is_UK,Cancellation_Count,Total_Transaction_Count,Cancellation_Rate,Avg_Monthly_Spending,Std_Monthly_Spending,Monthly_Spending_Trend
13173,4,2,277,353.65,176.825,41,363.0,1,14,1,0,43,0.0,176.825,15.394,21.77000000000001
13174,16,3,1351,2738.82,912.94,227,176.5,6,16,1,0,292,0.0,912.94,395.733,-330.15
13176,46,1,448,481.49,481.49,66,0.0,0,15,1,0,67,0.0,481.49,0.0,0.0
13177,64,1,91,282.45,282.45,17,0.0,3,9,1,0,17,0.0,282.45,0.0,0.0
13178,26,11,3570,5725.47,520.497,95,33.4,1,12,1,0,265,0.0,715.684,260.525,24.27511904761904
13182,45,1,201,121.18,121.18,11,0.0,1,13,1,0,11,0.0,121.18,0.0,0.0
13183,7,9,2208,3957.78,439.753,51,40.88,6,10,1,0,94,0.0,494.722,160.348,-15.025476190476178
13184,14,12,1631,1615.45,134.621,137,55.91,0,12,1,2,180,0.011,269.242,131.735,-25.329428571428576
13185,267,1,12,71.4,71.4,1,0.0,3,11,1,0,1,0.0,71.4,0.0,0.0
13186,39,5,804,1539.69,307.938,69,44.0,2,9,1,5,84,0.06,513.23,380.624,-339.095
13187,337,1,95,236.02,236.02,37,0.0,3,18,1,0,37,0.0,236.02,0.0,0.0
13188,11,1,24,99.60000000000001,99.6,1,0.0,0,15,1,0,1,0.0,99.6,0.0,0.0
13189,18,2,842,260.68,130.34,29,97.0,1,13,1,0,29,0.0,130.34,4.723,6.680000000000007
13192,95,2,595,911.94,455.97,57,110.0,2,14,1,0,63,0.0,455.97,11.809,-16.69999999999999
13193,61,1,46,112.08,112.08,22,0.0,6,14,1,0,25,0.0,112.08,0.0,0.0
13194,135,1,26,60.7,60.7,3,0.0,2,9,1,0,3,0.0,60.7,0.0,0.0
13196,11,4,1224,1797.78,449.445,97,83.67,4,12,1,0,110,0.0,599.26,438.536,-150.64999999999998
13198,10,8,2645,3384.09,423.011,200,142.57,0,9,1,3,229,0.013,483.441,299.795,-70.37678571428572
13199,3,38,6171,9788.96,257.604,47,14.51,3,14,1,1,119,0.008,752.997,690.867,63.9312087912088
13200,19,4,516,870.09,217.522,42,35.67,4,14,1,0,46,0.0,290.03,41.074,-38.11999999999999
13203,9,4,800,869.46,217.365,56,77.67,0,13,1,0,57,0.0,217.365,119.731,24.475999999999996
13207,15,2,130,250.26000000000002,125.13,7,135.0,1,11,1,0,8,0.0,125.13,102.375,-144.78000000000003
13208,59,5,767,1193.17,238.634,123,62.5,1,12,1,0,146,0.0,238.634,99.083,32.13800000000001
13209,30,11,4232,5820.16,529.105,255,91.0,1,11,1,8,329,0.024,831.451,794.246,160.4892857142857
13210,93,1,316,353.48,353.48,22,0.0,2,8,1,0,22,0.0,353.48,0.0,0.0
13211,10,3,834,1095.42,365.14,45,175.5,0,17,1,0,55,0.0,365.14,285.528,100.03999999999999
13212,9,4,308,779.33,194.832,128,17.33,6,12,1,1,142,0.007,389.665,138.869,196.39
13213,56,6,1357,1518.43,253.072,82,52.6,4,11,1,2,92,0.022,379.608,176.994,70.251
13216,267,1,297,333.74,333.74,5,0.0,3,12,1,0,5,0.0,333.74,0.0,0.0
13217,122,5,114,133.62,26.724,3,18.5,1,15,1,3,7,0.429,66.81,582.302,-823.5
13218,127,1,88,62.63999999999999,62.64,5,0.0,3,16,1,0,5,0.0,62.64,0.0,0.0
13220,78,4,196,819.2900000000001,204.823,18,52.67,2,11,1,0,21,0.0,204.822,184.782,-28.12900000000001
13221,240,2,243,844.86,422.43,61,119.0,2,13,1,0,65,0.0,422.43,107.098,-151.46000000000004
13223,200,2,88,163.20000000000002,81.6,5,32.0,0,13,1,0,5,0.0,81.6,27.153,-38.4
13224,60,3,1509,2147.85,715.95,100,45.5,0,14,1,1,108,0.009,1073.925,195.635,-276.66999999999996
13225,3,8,3352,6083.04,760.38,23,86.86,0,16,1,2,34,0.059,869.006,406.498,-8.99285714285712
13226,273,1,80,108.21000000000001,108.21,16,0.0,4,14,1,0,16,0.0,108.21,0.0,0.0
13227,201,1,99,257.7,257.7,9,0.0,6,11,1,0,9,0.0,257.7,0.0,0.0
13228,81,1,200,358.0,358.0,2,0.0,0,14,1,0,2,0.0,358.0,0.0,0.0
13229,225,1,63,160.95,160.95,10,0.0,3,12,1,0,10,0.0,160.95,0.0,0.0
13230,4,15,1517,2712.07,180.805,393,35.36,3,16,1,1,588,0.002,301.341,211.3,23.385499999999997
13232,12,7,771,1327.75,189.679,146,38.5,6,13,1,0,201,0.0,265.55,177.915,-1.5530000000000002
13233,74,2,1004,605.12,302.56,43,262.0,0,13,1,0,43,0.0,302.56,2.376,-3.3600000000000136
13235,212,1,441,1031.07,1031.07,53,0.0,2,17,1,0,58,0.0,1031.07,0.0,0.0
13236,24,3,411,727.27,242.423,34,73.0,3,8,1,3,39,0.077,242.423,234.871,-66.805
13238,11,5,296,680.83,136.166,20,87.25,2,16,1,1,32,0.031,226.943,135.417,135.41500000000002
13239,261,1,327,329.56,329.56,21,0.0,2,10,1,0,21,0.0,329.56,0.0,0.0
13240,96,4,297,648.7,162.175,58,89.67,6,15,1,0,66,0.0,162.175,60.128,-43.428
13242,112,3,130,270.40000000000003,90.133,12,50.5,4,12,1,0,13,0.0,135.2,44.123,62.400000000000006
13243,203,1,232,585.12,585.12,56,0.0,4,13,1,0,57,0.0,585.12,0.0,0.0
13244,92,1,38,121.74000000000001,121.74,27,0.0,3,11,1,0,27,0.0,121.74,0.0,0.0
13245,50,1,125,430.5,430.5,16,0.0,3,11,1,0,16,0.0,430.5,0.0,0.0
13246,18,7,1537,1896.32,270.903,110,52.0,3,12,1,2,138,0.014,379.264,252.417,-141.428
13247,17,4,328,501.12,125.28,18,21.67,6,11,1,0,25,0.0,167.04,120.161,-97.41
13248,124,2,305,465.68,232.84,25,65.0,4,13,1,0,26,0.0,232.84,218.68,-309.26
13249,92,3,546,711.41,237.137,21,84.5,2,16,1,0,23,0.0,355.705,90.319,127.73000000000002
13253,156,2,1572,1030.4,515.2,35,183.0,2,10,1,0,36,0.0,515.2,54.758,77.43999999999994
13255,3,3,174,390.66,130.22,13,185.0,2,13,1,1,14,0.071,130.22,123.201,-117.27499999999999
13258,11,3,282,672.83,224.277,28,97.0,2,13,1,0,36,0.0,336.415,194.518,275.09
13259,61,1,126,283.18,283.18,77,0.0,6,10,1,0,81,0.0,283.18,0.0,0.0
13260,61,1,142,557.62,557.62,8,0.0,6,13,1,0,8,0.0,557.62,0.0,0.0
13261,268,2,210,944.1,472.05,8,17.0,6,10,1,0,9,0.0,472.05,527.572,-746.1
13262,263,1,125,200.29,200.29,11,0.0,0,15,1,0,11,0.0,200.29,0.0,0.0
13263,1,34,4761,7411.71,217.991,448,9.82,1,13,1,0,1662,0.0,673.792,327.433,-20.91945454545455
13265,53,5,1740,2092.66,418.532,66,55.0,4,9,1,0,90,0.0,418.532,223.375,-48.49600000000001
13266,11,19,4299,3717.67,195.667,83,51.72,3,11,1,15,202,0.074,371.767,190.47,23.8749696969697
13267,2,27,1939,4404.44,163.127,88,41.77,2,11,1,13,224,0.058,400.404,279.809,7.588727272727271
13268,17,14,3525,3105.66,221.833,256,55.08,3,11,1,7,439,0.016,517.61,338.105,-45.66914285714285
13269,1,17,3508,5312.97,312.528,178,46.69,6,12,1,4,319,0.013,531.297,316.976,-7.1992121212121205
13270,366,1,200,590.0,590.0,1,0.0,2,14,1,0,1,0.0,590.0,0.0,0.0
13271,37,2,168,172.37,86.185,79,0.0,2,14,1,5,92,0.054,172.37,0.0,0.0
13272,31,2,96,276.56,138.28,15,58.0,6,12,1,0,15,0.0,138.28,3.79,-5.360000000000014
13273,113,1,153,138.98,138.98,16,0.0,3,14,1,0,16,0.0,138.98,0.0,0.0
13276,63,2,161,590.9300000000001,295.465,30,36.0,4,12,1,0,30,0.0,295.465,223.566,316.17
13277,15,4,176,258.4,64.6,5,39.33,0,9,1,0,8,0.0,86.133,42.191,28.299999999999997
13278,40,1,537,542.73,542.73,46,0.0,6,11,1,0,46,0.0,542.73,0.0,0.0
13279,64,2,70,126.30000000000001,63.15,9,14.0,3,17,1,2,11,0.182,63.15,105.5,-149.2
13280,122,3,518,798.46,266.153,67,107.5,3,16,1,0,82,0.0,399.23,401.255,-567.46
13282,18,6,289,1047.8400000000001,174.64,30,105.6,0,15,1,3,40,0.075,261.96,232.159,-45.948
13283,59,2,90,93.66,46.83,7,126.0,1,9,1,0,7,0.0,46.83,30.165,42.66
13284,322,2,79,196.15,98.075,13,8.0,3,9,1,1,14,0.071,196.15,0.0,0.0
13285,23,4,2051,2709.12,677.28,157,89.0,2,13,1,0,187,0.0,677.28,125.723,50.684000000000005
13291,155,1,233,361.11,361.11,41,0.0,3,10,1,0,42,0.0,361.11,0.0,0.0
13292,38,2,347,578.9399999999999,289.47,29,246.0,1,10,1,0,31,0.0,289.47,56.427,79.80000000000001
13294,189,2,453,873.74,436.87,48,60.0,0,12,1,0,54,0.0,436.87,66.157,-93.55999999999995
13295,359,2,81,197.95000000000002,98.975,11,13.0,2,11,1,1,11,0.091,197.95,0.0,0.0
13296,137,1,78,87.4,87.4,5,0.0,0,13,1,0,5,0.0,87.4,0.0,0.0
13297,7,4,963,2089.85,522.462,52,20.0,0,15,1,0,59,0.0,696.617,539.639,-495.92999999999995
13298,1,1,96,360.0,360.0,2,0.0,3,13,1,0,2,0.0,360.0,0.0,0.0
13299,268,1,30,142.5,142.5,5,0.0,2,12,1,0,5,0.0,142.5,0.0,0.0
13300,164,2,201,365.29,182.645,20,5.0,3,13,1,2,22,0.091,365.29,0.0,0.0
13301,103,4,343,600.19,150.048,74,63.0,6,13,1,0,80,0.0,150.048,17.971,-12.879000000000001
13302,155,1,5,63.75,63.75,1,0.0,3,17,1,0,1,0.0,63.75,0.0,0.0
13304,351,1,238,300.42,300.42,21,0.0,3,14,1,0,21,0.0,300.42,0.0,0.0
13305,4,10,1232,2000.86,200.086,50,40.89,4,10,1,0,81,0.0,222.318,82.542,20.944833333333335
13307,120,1,4,15.0,15.0,1,0.0,3,17,1,0,1,0.0,15.0,0.0,0.0
13308,22,4,840,1367.6100000000001,341.903,49,116.33,4,13,1,3,57,0.053,341.903,346.239,-128.46300000000002
13309,7,5,1544,1456.79,291.358,82,75.25,4,12,1,0,107,0.0,291.358,99.414,-17.382
13310,8,6,575,1083.63,180.605,65,179.2,1,14,1,5,77,0.065,270.908,195.242,-129.913
13311,4,2,305,598.57,299.285,25,146.0,1,14,1,0,26,0.0,299.285,269.867,-381.65
13313,22,5,851,1555.32,311.064,47,79.25,3,10,1,0,78,0.0,388.83,165.455,99.52000000000001
13314,1,4,487,593.51,148.378,55,40.67,1,10,1,12,74,0.162,197.837,296.264,-156.575
13316,37,4,5508,5732.93,1433.232,66,72.33,2,11,1,0,86,0.0,1433.232,527.331,-155.40499999999997
13317,64,9,1003,2140.07,237.786,101,79.0,1,13,1,11,135,0.081,428.014,390.021,92.89800000000002
13318,1,3,304,640.76,213.587,14,18.0,2,13,1,0,20,0.0,320.38,24.636,34.84000000000003
13319,5,36,4686,10664.34,296.232,211,28.69,3,10,1,24,500,0.048,820.334,553.01,11.953461538461537
13320,70,6,1056,1475.2,245.867,77,81.8,3,10,1,4,109,0.037,491.733,38.494,34.71999999999997
13321,72,2,372,567.36,283.68,10,14.0,2,15,1,0,11,0.0,567.36,0.0,0.0
13322,17,1,117,199.48000000000002,199.48,25,0.0,1,14,1,0,25,0.0,199.48,0.0,0.0
13323,3,5,175,787.85,157.57,6,20.25,4,13,1,0,21,0.0,262.617,157.946,156.125
13324,32,12,5200,7072.8,589.4,25,67.09,6,12,1,2,77,0.026,1178.8,804.358,191.17485714285715
13325,81,1,240,675.3,675.3,12,0.0,0,10,1,0,12,0.0,675.3,0.0,0.0
13327,38,9,1588,3617.57,401.952,74,53.12,1,15,1,1,109,0.009,516.796,229.246,28.239642857142858
13328,316,1,680,1308.48,1308.48,17,0.0,3,15,1,0,17,0.0,1308.48,0.0,0.0
13329,31,4,427,740.4,185.1,16,223.33,1,10,1,2,19,0.105,370.2,162.069,229.2
13330,92,3,751,1140.93,380.31,37,111.5,3,12,1,0,53,0.0,380.31,39.845,38.44499999999999
13332,14,1,179,350.9,350.9,21,0.0,4,13,1,0,21,0.0,350.9,0.0,0.0
13334,82,3,1764,3502.32,1167.44,207,111.5,0,11,1,0,265,0.0,1167.44,429.853,-421.72999999999996
13336,77,1,559,795.12,795.12,51,0.0,4,14,1,0,51,0.0,795.12,0.0,0.0
13338,154,2,246,381.82,190.91,17,3.0,1,9,1,4,21,0.19,381.82,0.0,0.0
13339,200,1,326,860.12,860.12,54,0.0,0,8,1,0,54,0.0,860.12,0.0,0.0
13340,45,7,5770,10736.48,1533.783,128,38.5,1,11,1,0,134,0.0,2684.12,1732.474,-1015.03
13341,260,1,301,775.85,775.85,42,0.0,3,9,1,0,42,0.0,775.85,0.0,0.0
13343,172,2,125,253.93,126.965,18,5.0,2,12,1,3,21,0.143,253.93,0.0,0.0
13344,67,3,952,2511.69,837.23,115,105.0,0,10,1,0,116,0.0,1255.845,566.117,-800.6100000000001
13345,276,2,138,327.6,163.8,19,11.0,4,9,1,2,21,0.095,163.8,248.477,-351.4
13347,70,1,204,291.36,291.36,7,0.0,4,13,1,0,7,0.0,291.36,0.0,0.0
13348,64,1,136,233.76,233.76,14,0.0,3,17,1,0,14,0.0,233.76,0.0,0.0
13349,10,1,224,197.32,197.32,15,0.0,1,8,1,0,15,0.0,197.32,0.0,0.0
13350,16,3,282,810.72,270.24,35,48.5,2,13,1,3,41,0.073,270.24,332.656,-157.01000000000002
13351,66,1,116,323.94,323.94,15,0.0,1,12,1,0,15,0.0,323.94,0.0,0.0
13352,7,2,314,339.28,169.64,23,53.0,0,13,1,3,26,0.115,169.64,252.211,-356.68
13354,71,1,604,743.53,743.53,51,0.0,3,13,1,0,51,0.0,743.53,0.0,0.0
13355,122,1,314,674.7,674.7,32,0.0,1,14,1,0,32,0.0,674.7,0.0,0.0
13356,80,1,325,768.24,768.24,42,0.0,1,14,1,0,42,0.0,768.24,0.0,0.0
13357,257,1,321,609.4,609.4,85,0.0,6,13,1,0,89,0.0,609.4,0.0,0.0
13358,268,1,284,389.03,389.03,28,0.0,2,11,1,0,28,0.0,389.03,0.0,0.0
13359,59,2,158,381.26,190.63,22,4.0,4,9,1,1,23,0.043,381.26,0.0,0.0
13362,3,5,1379,3085.4900000000002,617.098,128,71.0,4,11,1,3,169,0.018,617.098,348.719,-165.163
13363,17,2,708,892.5,446.25,46,26.0,3,10,1,0,58,0.0,446.25,152.127,-215.14000000000004
13364,66,2,0,0.0,0.0,10,5.0,1,9,1,10,20,0.5,0.0,190.862,-269.92
13365,8,3,1238,2191.22,730.407,122,104.5,6,12,1,4,132,0.03,730.407,779.887,-367.375
13366,50,1,144,56.160000000000004,56.16,1,0.0,3,13,1,0,1,0.0,56.16,0.0,0.0
13368,256,2,326,573.4,286.7,28,81.0,0,9,1,0,28,0.0,286.7,355.392,502.6
13369,354,2,126,213.75,106.875,13,11.0,3,11,1,5,18,0.278,213.75,0.0,0.0
13370,366,2,336,721.32,360.66,39,5.0,4,10,1,5,44,0.114,721.32,0.0,0.0
13372,89,1,158,328.64,328.64,22,0.0,6,12,1,0,22,0.0,328.64,0.0,0.0
13373,60,3,1651,3312.25,1104.083,135,108.0,0,12,1,0,158,0.0,1104.083,138.091,134.485
13375,81,2,441,772.9,386.45,37,7.0,0,10,1,1,38,0.026,772.9,0.0,0.0
13376,99,3,490,869.76,289.92,44,67.5,1,13,1,0,50,0.0,289.92,78.598,-63.12
13379,26,3,601,572.56,190.853,85,55.0,6,15,1,0,97,0.0,190.853,94.117,0.22500000000000853
13381,21,7,2027,3626.81,518.116,77,46.17,0,11,1,1,173,0.006,604.468,112.67,20.280857142857144
13382,280,1,131,222.99,222.99,15,0.0,4,10,1,0,15,0.0,222.99,0.0,0.0
13384,30,9,2415,4122.28,458.031,123,42.38,1,12,1,3,155,0.019,824.456,439.445,-114.52300000000001
13385,329,1,281,534.57,534.57,35,0.0,4,9,1,0,35,0.0,534.57,0.0,0.0
13388,121,3,281,627.15,209.05,35,5.0,6,12,1,1,36,0.028,313.575,514.102,-727.05
13389,11,3,428,782.96,260.987,49,110.5,0,9,1,0,50,0.0,260.987,59.785,-27.53999999999999
13390,74,1,224,544.08,544.08,13,0.0,0,8,1,0,13,0.0,544.08,0.0,0.0
13391,203,1,4,59.8,59.8,1,0.0,4,10,1,0,1,0.0,59.8,0.0,0.0
13394,1,9,2216,2318.3,257.589,125,43.0,3,10,1,8,163,0.049,257.589,173.691,-24.506999999999998
13395,185,1,336,307.72,307.72,21,0.0,1,15,1,0,21,0.0,307.72,0.0,0.0
13396,21,4,592,1325.29,331.322,42,288.0,3,16,1,4,47,0.085,662.645,412.561,583.45
13397,72,6,429,1539.18,256.53,28,74.8,3,15,1,1,39,0.026,307.836,45.063,-2.2090000000000063
13398,192,1,281,457.34,457.34,26,0.0,1,13,1,0,26,0.0,457.34,0.0,0.0
13402,127,2,479,621.23,310.615,32,245.0,3,15,1,0,39,0.0,310.615,3.302,4.669999999999959
13403,17,1,44,75.0,75.0,3,0.0,1,8,1,0,3,0.0,75.0,0.0,0.0
13404,1,2,111,252.49,126.245,11,211.0,2,11,1,0,11,0.0,126.245,129.492,-183.13
13405,204,2,163,557.45,278.725,24,113.0,3,16,1,0,25,0.0,278.725,167.832,237.35000000000002
13408,1,75,16128,27888.38,371.845,234,14.96,2,12,1,14,492,0.028,2145.26,851.796,68.53318681318683
13410,8,7,513,988.91,141.273,15,133.17,0,15,1,2,30,0.067,164.818,100.488,-24.91228571428572
13411,107,1,72,213.55,213.55,17,0.0,2,13,1,0,18,0.0,213.55,0.0,0.0
13414,133,3,1574,1390.5,463.5,23,81.5,4,11,1,0,24,0.0,695.25,431.689,610.5
13416,43,2,142,712.5,356.25,11,38.0,0,14,1,0,19,0.0,356.25,114.905,162.5
13417,4,2,162,640.83,320.415,26,201.0,0,8,1,0,28,0.0,320.415,119.381,168.82999999999998
13418,11,23,3839,5845.44,254.15,223,35.86,4,10,1,10,314,0.032,649.493,447.884,-76.95949999999999
13419,63,1,275,221.06,221.06,16,0.0,4,12,1,0,16,0.0,221.06,0.0,0.0
13420,134,4,88,140.35,35.088,8,16.67,2,8,1,2,10,0.2,70.175,20.329,28.750000000000014
13421,40,3,1102,1821.11,607.037,88,250.0,1,15,1,1,102,0.01,910.555,138.756,196.2299999999999
13422,51,2,1321,2601.55,1300.775,127,13.0,3,13,1,1,128,0.008,2601.55,0.0,0.0
13425,108,3,1122,1609.21,536.403,65,93.0,4,8,1,0,77,0.0,536.403,205.631,16.495000000000005
13426,0,11,2225,3558.32,323.484,103,42.9,4,12,1,1,158,0.006,395.369,158.572,27.46750000000001
13427,19,3,545,582.6,194.2,25,98.0,6,12,1,0,29,0.0,194.2,68.601,-48.379999999999995
13428,10,1,151,201.78,201.78,70,0.0,1,14,1,0,71,0.0,201.78,0.0,0.0
13429,10,4,1390,1006.8,251.7,55,21.67,6,12,1,0,67,0.0,335.6,24.683,-8.400000000000006
13430,18,4,739,652.07,163.018,48,44.0,2,14,1,4,53,0.075,326.035,24.19,34.20999999999998
13431,67,2,672,1269.1,634.55,44,21.0,0,11,1,0,46,0.0,634.55,309.897,-438.26000000000005
13434,74,2,300,534.24,267.12,9,22.0,0,10,1,0,10,0.0,534.24,0.0,0.0
13435,5,9,2125,3794.4900000000002,421.61,68,41.0,6,15,1,2,103,0.019,632.415,188.979,6.623142857142863
13436,1,1,76,196.89,196.89,12,0.0,3,10,1,0,12,0.0,196.89,0.0,0.0
13437,14,7,1283,3408.06,486.866,143,29.33,3,14,1,0,167,0.0,852.015,715.366,-149.498
13439,255,1,242,283.71,283.71,54,0.0,1,14,1,0,54,0.0,283.71,0.0,0.0
13441,91,1,204,296.64,296.64,13,0.0,4,9,1,0,13,0.0,296.64,0.0,0.0
13447,23,4,577,1104.23,276.058,55,4.67,6,13,1,3,62,0.048,1104.23,0.0,0.0
13448,16,10,1626,3460.9900000000002,346.099,137,110.0,1,12,1,4,198,0.02,865.248,218.378,122.59300000000003
13449,23,1,222,291.88,291.88,19,0.0,2,8,1,0,19,0.0,291.88,0.0,0.0
13450,26,6,1982,2043.7199999999998,340.62,32,38.4,6,14,1,0,71,0.0,408.744,161.443,-85.902
13451,26,6,2122,2838.56,473.093,315,110.2,4,15,1,1,434,0.002,567.712,159.774,55.57300000000001
13452,259,2,2,590.0,295.0,1,11.0,0,11,1,0,2,0.0,590.0,0.0,0.0
13453,165,2,134,356.97999999999996,178.49,16,124.0,0,9,1,0,17,0.0,178.49,9.207,-13.02000000000001
13455,24,4,345,1007.35,251.838,42,258.67,2,13,1,7,53,0.132,251.838,347.295,-94.95300000000003
13456,17,7,755,1722.8200000000002,246.117,42,59.33,4,15,1,2,64,0.031,344.564,134.928,76.474
13458,7,22,5460,9537.92,433.542,242,49.1,2,11,1,12,394,0.03,794.827,468.085,-64.79174825174826
13460,29,2,286,183.44,91.72,16,20.0,4,9,1,0,17,0.0,91.72,22.26,-31.480000000000004
13461,38,3,1170,1445.0,481.667,14,62.5,2,10,1,0,27,0.0,481.667,150.775,-7.800000000000011
13462,183,2,61,143.25,71.625,9,69.0,4,11,1,1,10,0.1,71.625,112.96,-159.75
13464,58,1,403,674.68,674.68,41,0.0,2,15,1,0,41,0.0,674.68,0.0,0.0
13466,100,2,258,297.95,148.975,17,84.0,2,16,1,1,18,0.056,148.975,224.754,-317.85
13467,10,2,580,1071.91,535.955,89,26.0,3,16,1,0,98,0.0,1071.91,0.0,0.0
13468,1,41,2581,5656.75,137.97,184,18.88,3,10,1,4,306,0.013,435.135,246.991,-32.88395604395605
13470,99,2,100,165.0,82.5,7,16.0,1,17,1,0,10,0.0,82.5,46.669,-66.0
13471,1,4,1583,2501.84,625.46,214,15.33,6,11,1,0,254,0.0,833.947,198.627,6.885000000000048
13473,60,3,260,417.54,139.18,21,271.0,1,8,1,1,22,0.045,208.77,38.735,-54.78
13474,236,1,129,226.84,226.84,59,0.0,6,13,1,0,62,0.0,226.84,0.0,0.0
13475,191,4,1012,1431.78,357.945,64,35.67,2,12,1,0,86,0.0,357.945,180.106,-70.89
13476,178,4,414,1092.77,273.192,56,96.0,3,12,1,3,61,0.049,546.385,227.002,-321.03
13477,37,8,1018,1441.53,180.191,57,75.14,3,12,1,2,81,0.025,205.933,158.592,16.930357142857144
13479,198,3,133,291.0,97.0,14,18.0,1,11,1,1,16,0.062,145.5,1.626,2.3000000000000114
13481,45,8,1127,1776.81,222.101,98,118.29,1,9,1,3,112,0.027,253.83,268.625,13.311428571428578
13482,232,1,116,184.64,184.64,11,0.0,3,17,1,0,11,0.0,184.64,0.0,0.0
13483,65,1,160,140.34,140.34,10,0.0,2,11,1,0,10,0.0,140.34,0.0,0.0
13484,241,1,44,313.8,313.8,8,0.0,1,16,1,0,8,0.0,313.8,0.0,0.0
13485,233,1,277,454.24,454.24,23,0.0,2,13,1,0,23,0.0,454.24,0.0,0.0
13486,78,3,669,1122.41,374.137,69,38.5,2,13,1,0,69,0.0,374.137,216.641,50.32
13487,57,3,265,575.4,191.8,26,148.0,1,16,1,0,34,0.0,191.8,24.553,-13.275000000000006
13488,17,17,4512,8910.61,524.154,272,54.12,1,11,1,5,427,0.012,810.055,442.153,-54.45381818181818
13489,105,4,560,449.52,112.38,11,63.0,4,10,1,0,14,0.0,149.84,92.808,-36.599999999999994
13491,51,10,903,1215.82,121.582,73,35.67,2,14,1,0,86,0.0,173.689,92.253,-26.08214285714286
13492,136,3,408,1269.84,423.28,38,39.0,1,14,0,0,50,0.0,634.92,452.011,639.24
13493,275,2,377,498.63,249.315,5,12.0,2,15,0,0,6,0.0,249.315,155.514,219.92999999999998
13494,311,1,162,316.26000000000005,316.26,18,0.0,1,11,1,0,18,0.0,316.26,0.0,0.0
13495,7,6,814,1990.1200000000001,331.687,34,144.0,4,15,1,4,52,0.077,497.53,284.597,-104.13200000000002
13496,10,3,329,617.93,205.977,28,348.5,2,10,1,1,36,0.028,308.965,221.529,-313.29
13497,282,3,159,321.05,107.017,19,86.0,0,9,1,1,20,0.05,160.525,48.119,68.05000000000001
13499,17,7,1358,1146.96,163.851,31,100.83,1,14,1,3,45,0.067,191.16,209.318,33.39657142857143
13500,23,4,585,1136.77,284.192,60,34.67,2,15,1,2,67,0.03,568.385,342.218,483.96999999999997
13501,242,2,557,1310.47,655.235,52,46.0,3,18,0,1,53,0.019,655.235,968.856,-1370.17
13502,16,3,264,292.0,97.333,17,153.5,2,10,1,0,18,0.0,97.333,20.58,-5.88000000000001
13503,71,1,248,216.85,216.85,17,0.0,3,13,1,0,17,0.0,216.85,0.0,0.0
13504,64,1,178,295.93,295.93,22,0.0,3,13,1,0,22,0.0,295.93,0.0,0.0
13505,67,8,2442,3522.88,440.36,181,65.86,2,11,0,12,223,0.054,587.147,573.941,-72.1657142857143
13506,312,3,321,452.82,150.94,26,28.5,6,12,1,3,29,0.103,226.41,105.656,-149.42000000000002
13507,3,4,1597,2479.16,619.79,146,47.33,6,11,1,0,162,0.0,619.79,416.242,-236.58
13508,243,1,24,110.97,110.97,12,0.0,6,11,1,0,12,0.0,110.97,0.0,0.0
13509,8,6,1105,964.72,160.787,26,55.2,2,13,1,0,43,0.0,192.944,153.546,-48.653999999999996
13510,1,5,1382,1785.16,357.032,86,84.0,3,13,1,2,117,0.017,357.032,236.845,7.13699999999999
13512,260,1,143,251.21,251.21,15,0.0,3,10,1,0,15,0.0,251.21,0.0,0.0
13513,126,1,109,205.1,205.1,10,0.0,4,11,1,0,10,0.0,205.1,0.0,0.0
13514,73,1,40,152.20000000000002,152.2,4,0.0,1,9,1,0,4,0.0,152.2,0.0,0.0
13515,72,4,681,891.12,222.78,50,58.33,2,11,1,0,59,0.0,222.78,101.02,54.75200000000001
13516,21,3,984,1374.41,458.137,42,108.5,2,12,1,0,43,0.0,458.137,304.326,304.0
13517,59,5,1360,2109.07,421.814,125,74.5,0,8,1,2,143,0.014,703.023,342.324,-290.93500000000006
13518,85,1,382,627.16,627.16,36,0.0,3,10,1,0,36,0.0,627.16,0.0,0.0
13519,50,2,22,110.80000000000001,55.4,8,28.0,3,18,1,1,9,0.111,55.4,95.247,-134.7
13520,58,7,1629,2967.75,423.964,48,63.83,2,10,0,1,88,0.011,423.964,239.184,5.738928571428571
13521,1,3,715,1070.47,356.823,312,4.5,3,13,1,0,417,0.0,535.235,364.521,515.51
13522,30,1,44,125.80000000000001,125.8,5,0.0,2,15,1,0,5,0.0,125.8,0.0,0.0
13523,33,6,1745,3755.38,625.897,157,95.2,1,8,1,5,177,0.028,751.076,729.994,-36.17099999999999
13524,40,5,322,650.1800000000001,130.036,16,44.75,2,12,1,0,25,0.0,130.036,46.084,3.073999999999994
13525,14,2,394,628.78,314.39,5,234.0,4,12,1,0,6,0.0,314.39,44.562,63.01999999999998
13527,33,8,1664,2218.61,277.326,153,49.86,6,12,1,1,218,0.005,443.722,237.585,55.45700000000001
13529,78,2,74,307.76,153.88,15,126.0,3,9,1,0,15,0.0,153.88,38.495,-54.43999999999998
13531,205,2,174,483.8,241.9,17,161.0,2,15,1,0,22,0.0,241.9,89.873,-127.1
13532,33,1,129,210.31,210.31,66,0.0,6,12,1,0,66,0.0,210.31,0.0,0.0
13533,182,3,202,269.09,89.697,61,42.5,3,12,1,0,75,0.0,134.545,14.701,-20.790000000000006
